uniqueID,Booking_Date,Gross_Amount
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-06-04,7.35
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-06-11,51.45
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-06-18,36.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-06-25,58.800000000000004
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-07-02,11.025
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-07-09,18.375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-07-16,47.775
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-07-23,25.725
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-07-30,51.449999999999996
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-08-06,33.075
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-08-13,40.425
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-08-20,22.05
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-08-27,62.474999999999994
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-09-03,11.024999999999999
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-09-10,74.44500000000001
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-09-17,29.4
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-09-24,106.575
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-10-01,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-10-08,36.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-10-15,36.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-10-22,57.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-10-29,17.325
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-11-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-11-12,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-11-19,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-11-26,28.77
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-12-03,7.35
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-12-10,22.05
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-12-17,18.375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-12-24,18.375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-01-07,73.5
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-01-14,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-01-21,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-01-28,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-02-04,18.375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-02-11,36.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-02-18,29.400000000000002
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread arabic,2024-02-25,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-04-30,11.34
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-05-07,13.23
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-05-14,15.12
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-05-21,9.45
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-05-28,11.34
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-06-04,9.45
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-06-11,18.9
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-06-18,13.23
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-06-25,26.46
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-07-02,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-07-09,7.56
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-07-16,7.56
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-07-23,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-07-30,9.45
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-08-06,7.56
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-08-13,9.45
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-08-20,11.34
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-08-27,18.9
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-09-03,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-09-10,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-09-17,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-09-24,24.57
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-10-01,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-10-08,7.56
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-10-15,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-10-22,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-10-29,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-11-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-11-12,11.34
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-11-19,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-11-26,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-12-03,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-12-10,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-12-17,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-12-24,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-01-07,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-01-14,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-01-21,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-01-28,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-02-04,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-02-11,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-02-18,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread pan,2024-02-25,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-01-08,229.6875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-01-15,144.375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-01-22,65.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-01-29,275.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-02-05,255.9375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-02-12,72.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-02-19,19.6875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-02-26,452.8125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-03-05,118.125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-03-12,131.25
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-03-19,59.0625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-03-26,393.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-04-02,85.3125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-04-09,183.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-04-16,196.875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-04-23,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-04-30,360.9375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-05-07,190.3125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-05-14,137.8125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-05-21,203.4375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-05-28,170.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-06-04,72.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-06-11,170.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-06-18,157.5
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-06-25,275.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-07-02,52.5
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-07-09,94.2375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-07-16,140.175
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-07-23,124.6875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-07-30,282.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-08-06,171.15
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-08-13,190.8375
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-08-20,72.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-08-27,242.8125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-09-03,72.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-09-10,124.6875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-09-17,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-09-24,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-10-01,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-10-08,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-10-15,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-10-22,53.55
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-10-29,366.1875
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-11-05,65.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-11-12,253.3125
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-11-19,336.525
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-11-26,333.63750000000005
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-12-03,113.4
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-12-10,190.83749999999998
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-12-17,120.48749999999998
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-12-24,242.025
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-01-07,549.675
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-01-14,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-01-21,149.625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-01-28,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-02-04,99.75
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-02-11,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-02-18,40.1625
ADAGIO__F&B Kitchen__LS - Bakery Products Fresh__bread toast,2024-02-25,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-02-05,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-02-12,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-02-19,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-02-26,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-03-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-03-12,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-03-19,204.75
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-03-26,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-04-02,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-04-09,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-04-16,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-04-23,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-04-30,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-05-07,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-05-14,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-05-21,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-05-28,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-06-04,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-06-11,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-06-18,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-06-25,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-07-02,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-07-09,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-07-16,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-07-23,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-07-30,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-08-06,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-08-13,136.08
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-08-20,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-08-27,68.04
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-09-03,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-09-10,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-09-17,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-09-24,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-10-01,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-10-08,83.979
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-10-15,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-10-22,371.04375
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-10-29,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-11-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-11-12,151.599
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-11-19,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-11-26,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-12-03,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-12-10,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-12-17,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-12-24,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-01-07,312.9
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-01-14,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-01-21,688.149
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-01-28,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-02-04,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-02-11,634.977
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-02-18,637.035
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread,2024-02-25,639.891
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-01-08,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-01-15,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-01-22,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-01-29,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-02-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-02-12,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-02-19,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-02-26,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-03-05,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-03-12,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-03-19,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-03-26,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-04-02,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-04-09,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-04-16,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-04-23,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-04-30,294.84
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-05-07,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-05-14,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-05-21,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-05-28,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-06-04,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-06-11,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-06-18,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-06-25,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-07-02,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-07-09,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-07-16,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-07-23,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-07-30,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-08-06,0.0
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-08-13,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-08-20,147.42
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-08-27,294.84
ADAGIO__F&B Kitchen__LS - Bakery Products Frozen__bread buger,2023-09-03,0.0
