uniqueID,Booking_Date,predicted
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-04-30,974.6680710644966
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-05-31,1025.9645935444248
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-06-30,1354.59147666793
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-07-31,1141.3817691242632
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-08-31,1192.6782916041914
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-09-30,1562.9835992426383
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-10-31,1308.09546718403
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-11-30,1359.391989663958
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2024-12-31,1771.3757218173464
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2025-01-31,1474.8091652437965
ADAGIO__F&B Kitchen__LS - Dried Products__canola oil,2025-02-28,1526.1056877237245
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-03-31,176.10132498800292
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-04-30,145.75775986418464
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-05-31,150.09260419643556
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-06-30,193.71163008777233
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-07-31,159.8460039440002
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-08-31,164.1808482762511
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-09-30,211.32193518754178
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-10-31,173.9342480238157
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-11-30,178.26909235606664
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2024-12-31,228.93224028731117
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2025-01-31,188.02249210363127
ADAGIO__F&B Kitchen__LS - Dried Products__chia seeds,2025-02-28,192.3573364358822
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-03-31,51.39258580538994
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-04-30,25.365678156022877
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-05-31,11.367108833099266
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chick peas,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-03-31,131.67914630331356
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-04-30,110.97212854756535
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-05-31,115.97551655193378
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-06-30,152.00541007106034
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-07-31,127.23313956176277
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-08-31,132.23652756613117
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-09-30,172.3316738388071
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-10-31,143.4941505759602
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-11-30,148.4975385803286
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-12-31,192.65793760655387
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2025-01-31,159.75516159015757
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2025-02-28,164.75854959452604
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-03-31,23.36634073735011
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-04-30,16.684811887137762
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-05-31,14.899691262477917
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-06-30,16.114288199669488
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-07-31,10.883169856993268
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-08-31,9.098049232333423
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-09-30,8.862235661988873
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-10-31,5.081527826848775
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-11-30,3.2964072021889312
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-12-31,1.6101831243082558
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-03-31,472.99495320954486
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-04-30,381.5598699728193
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-05-31,384.37223211076
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-06-30,484.4201743949293
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-07-31,390.70004692112684
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-08-31,393.51240905906764
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-09-30,495.8453955803138
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-10-31,399.8402238694344
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-11-30,402.6525860073752
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-12-31,507.27061676569826
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2025-01-31,408.980400817742
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2025-02-28,411.79276295568275
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-03-31,8.956372548531112
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-04-30,4.4476961542629985
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-05-31,2.0322278124302064
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-03-31,180.06534106238126
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-04-30,121.93685105047496
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-05-31,102.27869833987045
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-06-30,100.20409567555046
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-07-31,58.04785474101033
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-08-31,38.3897020304058
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-09-30,20.342850288719685
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-03-31,43.44297629036766
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-04-30,34.2907680069805
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-05-31,33.87866754003505
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-06-30,41.768818143401774
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-07-31,32.95144148940779
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-08-31,32.53934102246234
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-09-30,40.094659996435894
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-10-31,31.612114971835084
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-11-30,31.200014504889634
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-12-31,38.42050184947001
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2025-01-31,30.272788454262376
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2025-02-28,29.860687987316926
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-03-31,32.43302477571124
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-04-30,20.8769275592862
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-05-31,16.370712215923724
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-06-30,14.126524943301169
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-07-31,6.231727693358147
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-08-31,1.725512349995665
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-03-31,51.073460377125286
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-04-30,24.105103397150035
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-05-31,9.212956815327656
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-03-31,100.65695829537688
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-04-30,83.36030804270628
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-05-31,85.88007818173276
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-06-30,110.89352448517194
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-07-31,91.54956099454233
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-08-31,94.06933113356882
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-09-30,121.13009067496701
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-10-31,99.73881394637839
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-11-30,102.25858408540486
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-12-31,131.36665686476206
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2025-01-31,107.92806689821444
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2025-02-28,110.44783703724093
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-03-31,144.33547875066637
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-04-30,113.7648853797435
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-05-31,112.25066527237496
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-06-30,138.1839595644817
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-07-31,108.84367003079576
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-08-31,107.32944992342723
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-09-30,132.03244037829705
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-10-31,103.92245468184804
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-11-30,102.40823457447951
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-12-31,125.88092119211238
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2025-01-31,99.0012393329003
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2025-02-28,97.48701922553177
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-03-31,280.90971252635904
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-04-30,245.42971846523636
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-05-31,263.8314504155911
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-06-30,355.66674857467535
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-07-31,305.2353473038894
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-08-31,323.6370792542442
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-09-30,430.42378462299166
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-10-31,365.04097614254243
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-11-30,383.4427080928972
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-12-31,505.18082067130797
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2025-01-31,424.84660498119547
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2025-02-28,443.2483369315503
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-03-31,80.63221138026817
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-04-30,62.51123196834186
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-05-31,60.73831006978837
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-06-30,73.42971616739462
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-07-31,56.749235798043024
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-08-31,54.97631389948953
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-09-30,66.22722095452107
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-10-31,50.98723962774419
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-11-30,49.2143177291907
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-12-31,59.02472574164753
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2025-01-31,45.225243457445345
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2025-02-28,43.45232155889185
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-03-31,40.560476054040144
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-04-30,30.588294955204155
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-05-31,28.934885276957083
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-06-30,33.8434992361614
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-07-31,25.214713500901162
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-08-31,23.56130382265409
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-09-30,27.12652241828266
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-10-31,19.84113204659817
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-11-30,18.187722368351096
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-12-31,20.40954560040392
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2025-01-31,14.467550592295176
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2025-02-28,12.8141409140481
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-03-31,18.511691817439903
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-03-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-03-31,396.3657951928404
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-04-30,295.9811470169833
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-05-31,277.2153788949487
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-06-30,320.1298621970746
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-07-31,234.9924006203707
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-08-31,216.22663249833607
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-09-30,243.89392920130885
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-10-31,174.00365422375808
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-11-30,155.23788610172343
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-12-31,167.65799620554307
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2025-01-31,113.01490782714548
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2025-02-28,94.24913970511082
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-03-31,1125.2439853126484
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-04-30,890.1571634110476
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-05-31,881.2344746652067
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-06-30,1088.9955622826694
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-07-31,861.1584249870643
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-08-31,852.2357362412234
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-09-30,1052.7471392526904
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-10-31,832.1596865630811
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-11-30,823.2369978172402
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-12-31,1016.4987162227114
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2025-01-31,803.1609481390979
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2025-02-28,794.238259393257
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-03-31,3.0463020821890505
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2025-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2025-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-03-31,345.4510341706551
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-04-30,283.90926965495805
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-05-31,290.61899616023277
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-06-30,372.7092980983335
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-07-31,305.7158807971008
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-08-31,312.4256073023755
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-09-30,399.9675620260119
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-10-31,327.52249193924354
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-11-30,334.2322184445182
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-12-31,427.2258259536903
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2025-01-31,349.3291030813863
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2025-02-28,356.0388295866609
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-03-31,236.49647215105924
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-04-30,188.50458023933922
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-05-31,187.88893803355415
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-06-30,233.99542569005746
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-07-31,186.50374307053778
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-08-31,185.88810086475272
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-09-30,231.49437922905565
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-10-31,184.5029059017363
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-11-30,183.88726369595128
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-12-31,228.99333276805385
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2025-01-31,182.5020687329349
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2025-02-28,181.88642652714984
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-03-31,448.7454109474249
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-04-30,360.4473721044542
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-05-31,361.73718841246694
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-06-30,453.9852896987265
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-07-31,364.63927510549547
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-08-31,365.9290914135081
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-09-30,459.22516845002804
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-10-31,368.8311781065367
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-11-30,370.1209944145494
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-12-31,464.46504720132964
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2025-01-31,373.023081107578
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2025-02-28,374.31289741559067
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-03-31,329.10423418475824
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-04-30,265.9259215896289
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-05-31,268.2748409156932
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-06-30,338.64671894689434
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-07-31,273.5599093993378
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-08-31,275.9088287254021
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-09-30,348.1892037090305
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-10-31,281.1938972090467
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-11-30,283.542816535111
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-12-31,357.73168847116665
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2025-01-31,288.82788501875564
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2025-02-28,291.1768043448199
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-03-31,341.0858015369803
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-04-30,291.8054190577322
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-05-31,308.63811046053036
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-06-30,409.46861036084783
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-07-31,346.5116661168262
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-08-31,363.34435751962434
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-09-30,477.85141918471527
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-10-31,401.21791317592016
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-11-30,418.0506045787183
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-12-31,546.2342280085828
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2025-01-31,455.9241602350142
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2025-02-28,472.75685163781236
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-03-31,206.63437298348035
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-04-30,171.25976481157682
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-05-31,176.55066830028136
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-06-30,228.12866840634243
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-07-31,188.45520114986653
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-08-31,193.74610463857107
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-09-30,249.62296382920456
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-10-31,205.65063748815624
