uniqueID,Booking_Date,Gross_Amount
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-03-31,92.4
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-05-31,23.1
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-06-30,46.2
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-07-31,46.2
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-08-31,79.9785
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-09-30,56.8785
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-10-31,252.0
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-11-30,34.125
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2023-12-31,68.25
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-01-31,102.375
ADAGIO__F&B Kitchen__LS - Dried Products__chicken stock,2024-02-29,100.4535
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-02-28,11.55
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-03-31,46.725
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-04-30,94.5
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-06-30,15.75
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-07-31,69.825
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-08-31,82.63499999999999
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-09-30,38.85
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-10-31,14.175
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-11-30,18.9
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-01-31,34.125
ADAGIO__F&B Kitchen__LS - Dried Products__chilli powder,2024-02-29,25.2
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-02-28,567.4725000000001
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-03-31,346.5
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-04-30,346.5
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-06-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-08-31,876.9075
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-09-30,1216.95
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-10-31,73.6575
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-11-30,1050.336
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2023-12-31,73.5
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-01-31,409.5
ADAGIO__F&B Kitchen__LS - Dried Products__chocolate,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-01-31,13.65
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-02-28,37.8
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-03-31,38.325
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-04-30,69.30000000000001
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-05-31,46.2
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-06-30,23.1
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-07-31,55.3875
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-08-31,50.400000000000006
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-09-30,11.55
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-10-31,28.35
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-01-31,28.35
ADAGIO__F&B Kitchen__LS - Dried Products__coconut,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-01-31,493.5
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-02-28,262.5
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-03-31,609.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-04-30,567.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-05-31,761.25
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-06-30,152.25
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-07-31,304.5
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-10-31,231.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-11-30,262.5
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2023-12-31,157.5
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-01-31,378.0
ADAGIO__F&B Kitchen__LS - Dried Products__coconut milk,2024-02-29,378.0
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-01-31,29.4
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-02-28,29.4
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-03-31,88.19999999999999
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-04-30,29.4
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-05-31,29.4
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-06-30,56.7
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-09-30,92.4
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-10-31,85.575
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-11-30,28.875
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-01-31,57.75
ADAGIO__F&B Kitchen__LS - Dried Products__cranberry,2024-02-29,28.875
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-01-31,51.975
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-02-28,71.6625
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-03-31,160.125
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-04-30,94.5
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-05-31,108.675
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-06-30,88.4625
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-07-31,119.17500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-09-30,68.25
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-10-31,47.25
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-11-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-01-31,33.075
ADAGIO__F&B Kitchen__LS - Dried Products__dal,2024-02-29,97.125
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-01-31,598.5
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-02-28,504.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-03-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-06-30,126.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-09-30,420.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-10-31,210.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-11-30,567.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__doughnut,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-01-31,50.4
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-02-28,94.5
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-03-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-06-30,98.175
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-08-31,205.8
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-10-31,84.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-11-30,95.55000000000001
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2023-12-31,210.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__essence,2024-02-29,42.0
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-03-31,294.0
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-05-31,139.125
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-06-30,111.3
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-07-31,206.64
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-08-31,111.3
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-09-30,69.5625
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-10-31,226.8
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-11-30,266.7
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2023-12-31,155.4
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__fish,2024-02-29,111.3
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-03-31,89.25
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-05-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-06-30,16.8
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-09-30,144.9
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-10-31,130.725
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-11-30,115.5
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2023-12-31,243.6
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-01-31,354.396
ADAGIO__F&B Kitchen__LS - Dried Products__flour,2024-02-29,115.5
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-01-31,75.6
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-02-28,113.4
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-03-31,66.15
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-04-30,107.1
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-05-31,130.72500000000002
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-06-30,30.975
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-07-31,92.92500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-08-31,61.95
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-09-30,124.42500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-10-31,61.95
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-11-30,61.95
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2023-12-31,83.89500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-01-31,52.29
ADAGIO__F&B Kitchen__LS - Dried Products__foul mudammas,2024-02-29,92.92500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-02-28,113.39999999999999
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-03-31,113.39999999999999
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-05-31,36.225
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-06-30,36.225
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-07-31,35.7
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-08-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-09-30,123.9
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-11-30,35.9625
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-01-31,118.65
ADAGIO__F&B Kitchen__LS - Dried Products__hazelnut,2024-02-29,33.8625
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-01-31,252.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-02-28,126.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-03-31,354.9
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-04-30,228.9
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-05-31,182.7
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-06-30,274.04999999999995
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-07-31,91.35
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-08-31,182.7
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-09-30,91.35
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-10-31,91.35
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-11-30,91.35
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-01-31,89.25
ADAGIO__F&B Kitchen__LS - Dried Products__honey,2024-02-29,88.2
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-01-31,29.925
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-02-28,94.5
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-03-31,151.2
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-04-30,95.55
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-05-31,113.4
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-06-30,214.725
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-07-31,75.6
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-08-31,54.285
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-11-30,52.5
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__lentil,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-01-31,520.8
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-02-28,353.85
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-03-31,1228.5
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-04-30,186.9
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-05-31,687.75
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-06-30,874.65
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-08-31,540.75
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-09-30,894.6
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-10-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-11-30,540.75
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-01-31,353.85
ADAGIO__F&B Kitchen__LS - Dried Products__muffin mix,2024-02-29,707.7
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-01-31,909.0060000000001
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-02-28,1034.208
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-03-31,1129.3485
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-04-30,1167.6315
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-05-31,1070.958
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-06-30,1023.10425
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-07-31,784.8015
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-08-31,1349.481
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-09-30,1289.757
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-10-31,1360.758
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-11-30,1170.75
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2023-12-31,641.025
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-01-31,883.0500000000001
ADAGIO__F&B Kitchen__LS - Dried Products__mushroom,2024-02-29,779.0999999999999
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-02-28,63.483
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-03-31,178.17450000000002
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-05-31,109.2
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-06-30,63.483
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-07-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-08-31,166.95
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-10-31,54.6
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-11-30,163.8
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-01-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__mustard,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-01-31,85.05000000000001
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-02-28,151.2
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-03-31,257.25
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-04-30,226.79999999999998
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-05-31,257.25
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-06-30,292.95
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-07-31,248.85
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-08-31,288.75
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-09-30,366.765
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-10-31,127.575
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-11-30,22.3125
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2023-12-31,332.0625
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-01-31,258.3
ADAGIO__F&B Kitchen__LS - Dried Products__noodles,2024-02-29,367.668
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-01-31,131.775
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-02-28,322.35
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-03-31,381.94800000000004
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-04-30,202.671
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-05-31,132.1425
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-06-30,114.975
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-07-31,160.44
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-08-31,91.92750000000001
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-09-30,188.10750000000002
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-10-31,404.3025
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-11-30,133.245
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2023-12-31,176.3475
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-01-31,277.725
ADAGIO__F&B Kitchen__LS - Dried Products__oats,2024-02-29,194.88
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-01-31,267.75
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-02-28,346.5
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-03-31,483.0
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-04-30,414.75
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-05-31,234.15
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-06-30,245.70000000000002
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-07-31,491.4
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-08-31,864.969
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-09-30,270.9
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-10-31,180.6
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-11-30,450.45
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2023-12-31,123.9
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-01-31,512.4
ADAGIO__F&B Kitchen__LS - Dried Products__olive oil,2024-02-29,357.0
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-01-31,259.812
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-02-28,346.248
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-03-31,194.25
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-04-30,288.666
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-05-31,296.58299999999997
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-06-30,166.90800000000002
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-07-31,235.158
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-08-31,248.85000000000002
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-09-30,165.375
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-10-31,254.625
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-11-30,199.5
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2023-12-31,282.45
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-01-31,282.45
ADAGIO__F&B Kitchen__LS - Dried Products__olives black,2024-02-29,423.675
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-03-31,105.0
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-04-30,147.0
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-05-31,94.5
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-06-30,57.708
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-07-31,160.125
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-08-31,109.2
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-09-30,70.35
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-10-31,140.7
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-11-30,151.641
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2023-12-31,140.7
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-01-31,492.45
ADAGIO__F&B Kitchen__LS - Dried Products__olives green,2024-02-29,281.4
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-05-31,126.0
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-06-30,99.75
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-07-31,155.4
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-08-31,99.75
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-09-30,155.4
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-10-31,99.75
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-11-30,174.594
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2023-12-31,99.75
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-01-31,299.25
ADAGIO__F&B Kitchen__LS - Dried Products__pear halves,2024-02-29,99.75
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-01-31,33.6
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-02-28,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-03-31,80.325
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-04-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-05-31,27.3
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-06-30,53.55
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-07-31,25.2
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-08-31,26.25
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-09-30,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-10-31,25.9875
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-11-30,51.975
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2023-12-31,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2024-01-31,31.5
ADAGIO__F&B Kitchen__LS - Dried Products__pepper black powder,2024-02-29,0.0
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-02-28,148.53461538
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-03-31,148.53461538
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-04-30,104.67692307000002
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-05-31,226.95830769
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-06-30,182.37692307
ADAGIO__F&B Kitchen__LS - Dried Products__pickles,2023-07-31,186.33461538
